অংগ্রেজশিংবু	ꯑꯪꯒ꯭ꯔꯦꯖꯁꯤꯡꯕꯨ
সিন্তোম	ꯁꯤꯟꯇꯣꯝ
সিন্দ	ꯁꯤꯟ꯭ꯗ
সিন্দিয়ানা	ꯁꯤꯟꯗꯤꯌꯥꯅꯥ
সিন্দোম	ꯁꯤꯟꯗꯣꯝ
সিন্দ্রোম	ꯁꯤꯟꯗ꯭ꯔꯣꯝ
সিন্দ্রোমদগী	ꯁꯤꯟꯗ꯭ꯔꯣꯝꯗꯒꯤ
সিন্দ্রোমনা	ꯁꯤꯟꯗ꯭ꯔꯣꯝꯅꯥ
সিন্ধিয়ানা	ꯁꯤꯟꯙꯤꯌꯥꯅꯥ
সিন্ধু	ꯁꯤꯟꯙꯨ
সিন্ধুগা	ꯁꯤꯟꯙꯨꯒꯥ
সিন্ধুগী	ꯁꯤꯟꯙꯨꯒꯤ
সিন্ধুদর্ক	ꯁꯤꯟꯙꯨꯗꯔ꯭ꯀ
সিন্ধুনা	ꯁꯤꯟꯙꯨꯅꯥ
সিন্নরগা	ꯁꯤꯟꯅꯔꯒꯥ
সিন্নরনা	ꯁꯤꯟꯅꯔꯅꯥ
সিন্সিটিয়েল	ꯁꯤꯟꯁꯤꯇꯤꯌꯦꯜ
সিপ	ꯁꯤꯞ
সিপমেন্ট	ꯁꯤꯞꯃꯦꯟ꯭ꯇ
সিপাঝর	ꯁꯤꯄꯥꯓꯔ
সিপাঝারদা	ꯁꯤꯄꯥꯓꯥꯔꯗꯥ
সিপিং	ꯁꯤꯄꯤꯡ
সিপেট	ꯁꯤꯄꯦꯠ
সিপেদ	ꯁꯤꯄꯦꯗ
সিপেপ	ꯁꯤꯄꯦꯞ
সিপ্পিং	ꯁꯤꯞꯄꯤꯡ
সিপ্পিংগী	ꯁꯤꯞꯄꯤꯡꯒꯤ
সিপ্লেন	ꯁꯤꯞꯂꯦꯟ
সিপয়ার্দ	ꯁꯤꯄꯌꯥꯔ꯭ꯗ
সিফাই	ꯁꯤꯐꯥꯢ
সিফাইদা	ꯁꯤꯐꯥꯢꯗꯥ
সিফাইনি	ꯁꯤꯐꯥꯢꯅꯤ
সিফাইশিংগা	ꯁꯤꯐꯥꯢꯁꯤꯡꯒꯥ
সিফ্ট	ꯁꯤꯐ꯭ꯇ
সিব	ꯁꯤꯕ
সিবরাজ	ꯁꯤꯕꯔꯥꯖ
সিবশাগর	ꯁꯤꯕꯁꯥꯒꯔ
সিবা	ꯁꯤꯕꯥ
সিবিক	ꯁꯤꯕꯤꯛ
সিবিল	ꯁꯤꯕꯤꯜ
সিবু	ꯁꯤꯕꯨ
সিবুয়া	ꯁꯤꯕꯨꯌꯥ
সিবেন্দ্র	ꯁꯤꯕꯦꯟꯗ꯭ꯔ
সিবোৎ	ꯁꯤꯕꯣꯠ
সিভিক	ꯁꯤꯚꯤꯛ
সিভিল	ꯁꯤꯚꯤꯜ
সিভিলিয়ান	ꯁꯤꯚꯤꯂꯤꯌꯥꯟ
সিমতে	ꯁꯤꯝꯇꯦ
সিমতেনসু	ꯁꯤꯝꯇꯦꯅꯁꯨ
সিমতোম	ꯁꯤꯝꯇꯣꯝ
সিমতোমেটিক	ꯁꯤꯝꯇꯣꯃꯦꯇꯤꯛ
সিমতোমেতিক	ꯁꯤꯝꯇꯣꯃꯦꯇꯤꯛ
সিমরঞ্জিৎ	ꯁꯤꯝꯔꯟꯖꯤꯠ
সিমরট	ꯁꯤꯝꯔꯠ
সিমরনজিৎ	ꯁꯤꯝꯔꯟꯖꯤꯠ
সিমরি	ꯁꯤꯝꯔꯤ
সিমরে	ꯁꯤꯝꯔꯦ
সিমরেনজিৎ	ꯁꯤꯝꯔꯦꯟꯖꯤꯠ
সিমরেনা	ꯁꯤꯝꯔꯦꯅꯥ
সিমরেবু	ꯁꯤꯝꯔꯦꯕꯨ
সিমরেসু	ꯁꯤꯝꯔꯦꯁꯨ
সিমলাগী	ꯁꯤꯝꯂꯥꯒꯤ
সিমলাদা	ꯁꯤꯝꯂꯥꯗꯥ
সিমলেস	ꯁꯤꯝꯂꯦꯁ
সিমা	ꯁꯤꯃꯥ
সিমানা	ꯁꯤꯃꯥꯅꯥ
সিমিত্রিদসু	ꯁꯤꯃꯤꯇ꯭ꯔꯤꯗꯁꯨ
সিমিরি	ꯁꯤꯃꯤꯔꯤ
সিমিষ্টরদা	ꯁꯤꯃꯤꯁꯇꯔꯗꯥ
সিমিস্তরগী	ꯁꯤꯃꯤꯁꯇꯔꯒꯤ
সিমিস্তরদা	ꯁꯤꯃꯤꯁꯇꯔꯗꯥ
সিমুলেতর	ꯁꯤꯃꯨꯂꯦꯇꯔ
সিমুলেতরগী	ꯁꯤꯃꯨꯂꯦꯇꯔꯒꯤ
সিমুলেতরনা	ꯁꯤꯃꯨꯂꯦꯇꯔꯅꯥ
সিমুলেতরশিং	ꯁꯤꯃꯨꯂꯦꯇꯔꯁꯤꯡ
সিমেন	ꯁꯤꯃꯦꯟ
সিমেন্ট	ꯁꯤꯃꯦꯟ꯭ꯇ
সিমোনা	ꯁꯤꯃꯣꯅꯥ
সিম্না	ꯁꯤꯝꯅꯥ
সিম্পতোম	ꯁꯤꯝ꯭ꯄꯇꯣꯝ
সিম্পোজিয়ম	ꯁꯤꯝꯄꯣꯖꯤꯌꯝ
সিম্বোলনচিংবা	ꯁꯤꯝꯕꯣꯜꯅꯆꯤꯡꯕꯥ
সিম্রিতি	ꯁꯤꯃ꯭ꯔꯤꯇꯤ
সিয	ꯁꯤꯌ
সিযিজন	ꯁꯤꯌꯤꯖꯟ
সিরপ	ꯁꯤꯔꯞ
সিরাজ	ꯁꯤꯔꯥꯖ
সিরারাকুইদা	ꯁꯤꯔꯥꯔꯥꯀꯨꯢꯗꯥ
সিরারাখোং	ꯁꯤꯔꯥꯔꯥꯈꯣꯡ
সিরারাখোংগী	ꯁꯤꯔꯥꯔꯥꯈꯣꯡꯒꯤ
সিরিঞ্জ	ꯁꯤꯔꯤꯟ꯭ꯖ
সিরিল	ꯁꯤꯔꯤꯜ
সিরুই	ꯁꯤꯔꯨꯢ
সিরুইদা	ꯁꯤꯔꯨꯢꯗꯥ
সিরো	ꯁꯤꯔꯣ
সিরোই	ꯁꯤꯔꯣꯢ
সিরোমোনি	ꯁꯤꯔꯣꯃꯣꯅꯤ
সিরোহি	ꯁꯤꯔꯣꯍꯤ
সিল	ꯁꯤꯜ
সিলকা	ꯁꯤꯜꯀꯥ
সিলচর	ꯁꯤꯜꯆꯔ
সিলচরগীদমক	ꯁꯤꯜꯆꯔꯒꯤꯗꯃꯛ
সিলচরদগী	ꯁꯤꯜꯆꯔꯗꯒꯤ
সিলচরদা	ꯁꯤꯜꯆꯔꯗꯥ
সিলচরোমদগী	ꯁꯤꯜꯆꯔꯣꯝꯗꯒꯤ
সিলভর	ꯁꯤꯜꯚꯔ
সিলভরকাপনা	ꯁꯤꯜꯚꯔꯀꯥꯞꯅꯥ
সিলভিয়া	ꯁꯤꯜꯚꯤꯌꯥ
সিলভিয়ানা	ꯁꯤꯜꯚꯤꯌꯥꯅꯥ
সিলা	ꯁꯤꯂꯥ
সিলাসনা	ꯁꯤꯂꯥꯁꯅꯥ
সিলিগুরিগী	ꯁꯤꯂꯤꯒꯨꯔꯤꯒꯤ
সিলিগুরিদা	ꯁꯤꯂꯤꯒꯨꯔꯤꯗꯥ
সিলিন্দর	ꯁꯤꯂꯤꯟꯗꯔ
সিলিন্দরগী	ꯁꯤꯂꯤꯟꯗꯔꯒꯤ
সিলিন্দরশিং	ꯁꯤꯂꯤꯟꯗꯔꯁꯤꯡ
সিলিন্দরশিংগী	ꯁꯤꯂꯤꯟꯗꯔꯁꯤꯡꯒꯤ
সিলেবস	ꯁꯤꯂꯦꯕꯁ
সিলেবসকী	ꯁꯤꯂꯦꯕꯁꯀꯤ
সিলেবসতা	ꯁꯤꯂꯦꯕꯁꯇꯥ
সিল্ড	ꯁꯤꯜ꯭ꯗ
সিল্ভর	ꯁꯤꯜꯚꯔ
সিল্লিগুরিদা	ꯁꯤꯜꯂꯤꯒꯨꯔꯤꯗꯥ
সিল্লিন্দরশিং	ꯁꯤꯜꯂꯤꯟꯗꯔꯁꯤꯡ
সিল্লোংগী	ꯁꯤꯜꯂꯣꯡꯒꯤ
সিল্লোংদগী	ꯁꯤꯜꯂꯣꯡꯗꯒꯤ
সিল্লোংদা	ꯁꯤꯜꯂꯣꯡꯗꯥ
সিশিং	ꯁꯤꯁꯤꯡ
সিশিংগী	ꯁꯤꯁꯤꯡꯒꯤ
সিশিংদা	ꯁꯤꯁꯤꯡꯗꯥ
সিশিংনা	ꯁꯤꯁꯤꯡꯅꯥ
সিশু	ꯁꯤꯁꯨ
সিষ্টর	ꯁꯤꯁꯇꯔ
সিষ্টেম	ꯁꯤꯁꯇꯦꯝ
সিষ্টেমগা	ꯁꯤꯁꯇꯦꯝꯒꯥ
সিষ্টেমগী	ꯁꯤꯁꯇꯦꯝꯒꯤ
সিষ্টেমগুম্বা	ꯁꯤꯁꯇꯦꯝꯒꯨꯝꯕꯥ
সিষ্টেমদগী	ꯁꯤꯁꯇꯦꯝꯗꯒꯤ
সিষ্টেমদা	ꯁꯤꯁꯇꯦꯝꯗꯥ
সিষ্টেমনা	ꯁꯤꯁꯇꯦꯝꯅꯥ
সিষ্টেমবু	ꯁꯤꯁꯇꯦꯝꯕꯨ
সিষ্টেমশিং	ꯁꯤꯁꯇꯦꯝꯁꯤꯡ
সিষ্টেমশিংসু	ꯁꯤꯁꯇꯦꯝꯁꯤꯡꯁꯨ
সিস	ꯁꯤꯁ
সিসকো	ꯁꯤꯁꯀꯣ
সিসমোলোজিনা	ꯁꯤꯁꯃꯣꯂꯣꯖꯤꯅꯥ
সিসিটি	ꯁꯤꯁꯤꯇꯤ
সিসিনচিংবা	ꯁꯤꯁꯤꯅꯆꯤꯡꯕꯥ
সিসিপুর	ꯁꯤꯁꯤꯄꯨꯔ
সিসু	ꯁꯤꯁꯨ
সিসোদিয়া	ꯁꯤꯁꯣꯗꯤꯌꯥ
সিসোদিয়ানা	ꯁꯤꯁꯣꯗꯤꯌꯥꯅꯥ
সিসোদ্যানা	ꯁꯤꯁꯣꯗ꯭ꯌꯥꯅꯥ
সিসোনদিগী	ꯁꯤꯁꯣꯅꯗꯤꯒꯤ
সিসোনদুগী	ꯁꯤꯁꯣꯅꯗꯨꯒꯤ
সিস্তর	ꯁꯤꯁꯇꯔ
সিস্তেম	ꯁꯤꯁꯇꯦꯝ
সিস্তেমগা	ꯁꯤꯁꯇꯦꯝꯒꯥ
সিস্তেমগী	ꯁꯤꯁꯇꯦꯝꯒꯤ
সিস্তেমদা	ꯁꯤꯁꯇꯦꯝꯗꯥ
সিস্তেমনা	ꯁꯤꯁꯇꯦꯝꯅꯥ
সিস্তেমস	ꯁꯤꯁꯇꯦꯝꯁ
সিস্তেমসু	ꯁꯤꯁꯇꯦꯝꯁꯨ
সিয়াগী	ꯁꯤꯌꯥꯒꯤ
সিয়াচেন	ꯁꯤꯌꯥꯆꯦꯟ
সিয়ার	ꯁꯤꯌꯥꯔ
সিয়ারগী	ꯁꯤꯌꯥꯔꯒꯤ
সিয়াশিংগী	ꯁꯤꯌꯥꯁꯤꯡꯒꯤ
সিয়োংগা	ꯁꯤꯌꯣꯡꯒꯥ
সিৱরেজ	ꯁꯤꯋꯔꯦꯖ
সিৱেজ	ꯁꯤꯋꯦꯖ
সিৱেজকা	ꯁꯤꯋꯦꯖꯀꯥ
সু	ꯁꯨ
সুইজ	ꯁꯨꯢꯖ
সুইটসাইদ	ꯁꯨꯢꯇꯁꯥꯢꯗ
সুইদেনগী	ꯁꯨꯢꯗꯦꯟꯒꯤ
সুইমিং	ꯁꯨꯢꯃꯤꯡ
সুইম্মর	ꯁꯨꯢꯝꯃꯔ
সুইম্মিং	ꯁꯨꯢꯝꯃꯤꯡ
সুইলা	ꯁꯨꯢꯂꯥ
সুইসাইদ	ꯁꯨꯢꯁꯥꯢꯗ
সুকমা	ꯁꯨꯛꯃꯥ
সুকলা	ꯁꯨꯛꯂꯥ
সুকিন	ꯁꯨꯀꯤꯟ
সুকুমার	ꯁꯨꯀꯨꯃꯥꯔ
সুক্লাবৈদ্যাগীদমক	ꯁꯨꯛꯂꯥꯕꯩꯗ꯭ꯌꯥꯒꯤꯗꯃꯛ
সুক্লাবৈদ্যানা	ꯁꯨꯛꯂꯥꯕꯩꯗꯌꯥꯅꯥ
সুখ	ꯁꯨꯈ
সুখজিন্দর	ꯁꯨꯈꯖꯤꯟꯗꯔ
সুখদিপ	ꯁꯨꯈꯗꯤꯞ
সুখদেব	ꯁꯨꯈꯗꯦꯕ
সুখদ্বিব	ꯁꯨꯈꯗ꯭ꯋꯤꯕ
সুখনা	ꯁꯨꯈꯅꯥ
সুখবিন্দর	ꯁꯨꯈꯕꯤꯟꯗꯔ
সুখেৎ	ꯁꯨꯈꯦꯠ
সুখোই	ꯁꯨꯈꯣꯢ
সুগর	ꯁꯨꯒꯔ
সুগরনি	ꯁꯨꯒꯔꯅꯤ
সুগরশিং	ꯁꯨꯒꯔꯁꯤꯡ
সুগা	ꯁꯨꯒꯥ
সুগাগী	ꯁꯨꯒꯥꯒꯤ
সুগানা	ꯁꯨꯒꯥꯅꯥ
সুগাবু	ꯁꯨꯒꯥꯕꯨ
সুগী	ꯁꯨꯒꯤ
সুগুনু	ꯁꯨꯒꯨꯅꯨ
সুচিল	ꯁꯨꯆꯤꯜ
সুচেতা	ꯁꯨꯆꯦꯇꯥ
সুজাগে	ꯁꯨꯖꯥꯒꯦ
সুজাতা	ꯁꯨꯖꯥꯇꯥ
সুজিট	ꯁꯨꯖꯤꯠ
সুজুকি	ꯁꯨꯖꯨꯀꯤ
সুজুকিনা	ꯁꯨꯖꯨꯀꯤꯅꯥ
সুট	ꯁꯨꯠ
সুটআউটতা	ꯁꯨꯠꯑꯥꯎꯠꯇꯥ
সুটর	ꯁꯨꯇꯔ
সুটস	ꯁꯨꯇꯁ
সুটিং	ꯁꯨꯇꯤꯡ
সুটিংদা	ꯁꯨꯇꯤꯡꯗꯥ
সুট্টর	ꯁꯨꯠꯇꯔ
সুট্টরনি	ꯁꯨꯠꯇꯔꯅꯤ
সুট্টিং	ꯁꯨꯠꯇꯤꯡ
সুট্টিংদা	ꯁꯨꯠꯇꯤꯡꯗꯥ
সুতিরথা	ꯁꯨꯇꯤꯔꯊꯥ
সুতিয়া	ꯁꯨꯇꯤꯌꯥ
সুত্তর	ꯁꯨꯠꯇꯔ
সুত্তরশিংগী	ꯁꯨꯠꯇꯔꯁꯤꯡꯒꯤ
সুত্তিং	ꯁꯨꯠꯇꯤꯡ
সুত্তিংদা	ꯁꯨꯠꯇꯤꯡꯗꯥ
সুদ	ꯁꯨꯗ
সুদনা	ꯁꯨꯗꯅꯥ
সুদপু	ꯁꯨꯗꯄꯨ
সুদরসন	ꯁꯨꯗꯔꯁꯟ
সুদা	ꯁꯨꯗꯥ
সুদাননা	ꯁꯨꯗꯥꯟꯅꯥ
সুদাপোর	ꯁꯨꯗꯥꯄꯣꯔ
সুদাপোর্ন	ꯁꯨꯗꯥꯄꯣꯔ꯭ꯅ
সুদিব	ꯁꯨꯗꯤꯕ
সুদির	ꯁꯨꯗꯤꯔ
সুধা	ꯁꯨꯙꯥ
সুধাকরনা	ꯁꯨꯙꯥꯀꯔꯅꯥ
সুধিপ	ꯁꯨꯙꯤꯞ
সুধির	ꯁꯨꯙꯤꯔ
সুনা	ꯁꯨꯅꯥ
সুনামি	ꯁꯨꯅꯥꯃꯤ
সুনামী	ꯁꯨꯅꯥꯃꯤ
সুনামীদা	ꯁꯨꯅꯥꯃꯤꯗꯥ
সুনি	ꯁꯨꯅꯤ
সুনিট	ꯁꯨꯅꯤꯠ
সুনিটপুর	ꯁꯨꯅꯤꯠꯄꯨꯔ
সুনিতা	ꯁꯨꯅꯤꯇꯥ
সুনিধি	ꯁꯨꯅꯤꯙꯤ
সুনিনা	ꯁꯨꯅꯤꯅꯥ
সুনিল	ꯁꯨꯅꯤꯜ
সুনিশ্বার	ꯁꯨꯅꯤꯁ꯭ꯋꯥꯔ
সুনিশ্বারজি	ꯁꯨꯅꯤꯁ꯭ꯋꯥꯔꯖꯤ
সুনুসিফাইদা	ꯁꯨꯅꯨꯁꯤꯐꯥꯢꯗꯥ
সুনৈনা	ꯁꯨꯅꯩꯅꯥ
সুন্দর	ꯁꯨꯟꯗꯔ
সুন্দরনা	ꯁꯨꯟꯗꯔꯅꯥ
সুন্দরবনগী	ꯁꯨꯟꯗꯔꯕꯟꯒꯤ
সুন্দেরেশ্বর	ꯁꯨꯟꯗꯦꯔꯦꯁ꯭ꯋꯔ
সুন্দ্রংদা	ꯁꯨꯟꯗꯔꯪꯗꯥ
সুপর	ꯁꯨꯄꯔ
সুপরভাইজর	ꯁꯨꯄꯔꯚꯥꯢꯖꯔ
সুপরষ্টারনি	ꯁꯨꯄꯔꯁꯇ꯭ꯥꯔꯅꯤ
সুপরসিট	ꯁꯨꯄꯔꯁꯤꯠ
সুপরসিদ	ꯁꯨꯄꯔꯁꯤꯗ
সুপরসোনি	ꯁꯨꯄꯔꯁꯣꯅꯤ
সুপরসোনিক	ꯁꯨꯄꯔꯁꯣꯅꯤꯛ
সুপরিনটেন্দেটকী	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯠꯀꯤ
সুপরিনটেন্দেন্ট	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇ
সুপরিনটেন্দেন্টশিং	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇꯁꯤꯡ
সুপরিনটেন্দেন্টশিংগী	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇꯁꯤꯡꯒꯤ
সুপরিনতেন্দেন্ট	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇ
সুপরিনতেন্দেন্টশিংগসু	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇꯁꯤꯡꯒꯁꯨ
সুপরিন্টেদেন্টনা	ꯁꯨꯄꯔꯤꯟꯇꯦꯗꯦꯟ꯭ꯇꯅꯥ
সুপরিন্টেন্দেন্ট	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇ
সুপরিন্তেন্দেন্ট	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇ
সুপরিন্তেন্দেন্টনা	ꯁꯨꯄꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇꯅꯥ
সুপরিয়ো	ꯁꯨꯄꯔꯤꯌꯣ
সুপারি	ꯁꯨꯄꯥꯔꯤ
সুপারিশিং	ꯁꯨꯄꯥꯔꯤꯁꯤꯡ
সুপোল	ꯁꯨꯄꯣꯜ
সুপ্পর	ꯁꯨꯞꯄꯔ
সুপ্রিনতেন্দেন্ট	ꯁꯨꯄ꯭ꯔꯤꯟꯇꯦꯟꯗꯦꯟ꯭ꯇ
সুপ্রিম	ꯁꯨꯄꯔꯤꯝ
সুপ্রিয়া	ꯁꯨꯄ꯭ꯔꯤꯌꯥ
সুব	ꯁꯨꯕ
সুবগী	ꯁꯨꯕꯒꯤ
সুবদা	ꯁꯨꯕꯗꯥ
সুবদিনি	ꯁꯨꯕꯗꯤꯅꯤ
সুবদিনিনা	ꯁꯨꯕꯗꯤꯅꯤꯅꯥ
সুবনি	ꯁꯨꯕꯅꯤ
সুবম	ꯁꯨꯕꯝ
সুবা	ꯁꯨꯕꯥ
সুবাস	ꯁꯨꯕꯥꯁ
সুবাসচন্দ্র	ꯁꯨꯕꯥꯁꯆꯟꯗ꯭ꯔ
সুবাসচান্দ্র	ꯁꯨꯕꯥꯁꯆꯥꯟꯗ꯭ꯔ
সুবাসনা	ꯁꯨꯕꯥꯁꯅꯥ
সুবিধা	ꯁꯨꯕꯤꯙꯥ
সুবুথ	ꯁꯨꯕꯨꯊ
সুবেদার	ꯁꯨꯕꯦꯗꯥꯔ
সুবেদারগী	ꯁꯨꯕꯦꯗꯥꯔꯒꯤ
সুবেন্দু	ꯁꯨꯕꯦꯟꯗꯨ
সুবোধ	ꯁꯨꯕꯣꯙ
সুব্রমনিয়ন্না	ꯁꯨꯕ꯭ꯔꯃꯅꯤꯌꯟꯅꯥ
সুব্রমনিয়ম	ꯁꯨꯕ꯭ꯔꯃꯅꯤꯌꯝ
সুব্রমনিয়মনা	ꯁꯨꯕ꯭ꯔꯃꯅꯤꯌꯝꯅꯥ
সুব্রমনিয়া	ꯁꯨꯕ꯭ꯔꯃꯅꯤꯌꯥ
সুব্রমন্যা	ꯁꯨꯕ꯭ꯔꯃꯅ꯭ꯌꯥ
সুব্রা	ꯁꯨꯕ꯭ꯔꯥ
সুব্রামনিয়ান	ꯁꯨꯕ꯭ꯔꯥꯃꯅꯤꯌꯥꯟ
সুভরনোর	ꯁꯨꯚꯔꯅꯣꯔ
সুভাস	ꯁꯨꯚꯥꯁ
সুভাসচন্দ্র	ꯁꯨꯚꯥꯁꯆꯟꯗ꯭ꯔ
সুভাসচন্দ্রগী	ꯁꯨꯚꯥꯁꯆꯟꯗ꯭ꯔꯒꯤ
সুভাসতগী	ꯁꯨꯚꯥꯁꯇꯒꯤ
সুভাসনা	ꯁꯨꯚꯥꯁꯅꯥ
সুভেদার	ꯁꯨꯚꯦꯗꯥꯔ
সুভেদারগী	ꯁꯨꯚꯦꯗꯥꯔꯒꯤ
সুভেদারনি	ꯁꯨꯚꯦꯗꯥꯔꯅꯤ
সুভেন্দু	ꯁꯨꯚꯦꯟꯗꯨ
সুভ্রা	ꯁꯨꯚ꯭ꯔꯥ
সুমকোং	ꯁꯨꯝꯀꯣꯡ
সুমদ্র	ꯁꯨꯝꯗ꯭ꯔ
সুমদ্রগী	ꯁꯨꯝꯗ꯭ꯔꯒꯤ
সুমনগলা	ꯁꯨꯃꯟꯒꯂꯥ
সুমিট	ꯁꯨꯃꯤꯠ
সুমিত	ꯁꯨꯃꯤꯠ
সুমিত্রা	ꯁꯨꯃꯤꯇ꯭ꯔꯥ
সুমো	ꯁꯨꯃꯣ
সুর	ꯁꯨꯔ
সুরক্সা	ꯁꯨꯔꯛꯁꯥ
সুরক্সাগী	ꯁꯨꯔꯛꯁꯥꯒꯤ
সুরক্সাগীদমক	ꯁꯨꯔꯛꯁꯥꯒꯤꯗꯃꯛ
সুরক্সিৎ	ꯁꯨꯔꯛꯁꯤꯠ
সুরচন্দ্রদি	ꯁꯨꯔꯆꯟꯗ꯭ꯔꯗꯤ
সুরচন্দ্রনা	ꯁꯨꯔꯆꯟꯗ꯭ꯔꯅꯥ
সুরচন্দ্রবু	ꯁꯨꯔꯆꯟꯗ꯭ꯔꯕꯨ
সুরজ	ꯁꯨꯔꯖ
সুরজকান্তা	ꯁꯨꯔꯖꯀꯥꯟꯇꯥ
সুরজকুমার	ꯁꯨꯔꯖꯀꯨꯃꯥꯔ
সুরজকুমারনা	ꯁꯨꯔꯖꯀꯨꯃꯥꯔꯅꯥ
সুরজনা	ꯁꯨꯔꯖꯅꯥ
সুরজাকুমার	ꯁꯨꯔꯖꯥꯀꯨꯃꯥꯔ
সুরজাকুমারনা	ꯁꯨꯔꯖꯥꯀꯨꯃꯥꯔꯅꯥ
সুরজিৎ	ꯁꯨꯔꯖꯤꯠ
সুরট	ꯁꯨꯔꯠ
সুরটতগীনি	ꯁꯨꯔꯠꯇꯒꯤꯅꯤ
সুরটতা	ꯁꯨꯔꯠꯇꯥ
সুরটপু	ꯁꯨꯔꯠꯄꯨ
সুরত	ꯁꯨꯔꯠ
সুরনেমেলিগা	ꯁꯨꯔꯅꯦꯃꯦꯂꯤꯒꯥ
সুরবা	ꯁꯨꯔꯕꯥ
সুরমা	ꯁꯨꯔꯃꯥ
সুরমেনেলিগী	ꯁꯨꯔꯃꯦꯅꯦꯂꯤꯒꯤ
সুরলাতা	ꯁꯨꯔꯂꯥꯇꯥ
সুরানানা	ꯁꯨꯔꯥꯅꯥꯅꯥ
সুরিয়া	ꯁꯨꯔꯤꯌꯥ
সুরেন	ꯁꯨꯔꯦꯟ
সুরেননা	ꯁꯨꯔꯦꯟꯅꯥ
সুরেন্দ্র	ꯁꯨꯔꯦꯟꯗ꯭ꯔ
সুরেন্দ্রনগী	ꯁꯨꯔꯦꯟꯗ꯭ꯔꯟꯒꯤ
সুরেন্দ্রনা	ꯁꯨꯔꯦꯟꯗ꯭ꯔꯅꯥ
সুরেশ	ꯁꯨꯔꯦꯁ
সুরেস	ꯁꯨꯔꯦꯁ
সুরেসকা	ꯁꯨꯔꯦꯁꯀꯥ
সুরেসনা	ꯁꯨꯔꯦꯁꯅꯥ
সুরোধোনি	ꯁꯨꯔꯣꯙꯣꯅꯤ
সুরোধোনিনা	ꯁꯨꯔꯣꯙꯣꯅꯤꯅꯥ
সুর্জকান্তা	ꯁꯨꯔꯖꯀꯥꯟꯇꯥ
সুর্জকুমার	ꯁꯨꯔꯖꯀꯨꯃꯥꯔ
সুর্জিট	ꯁꯨꯔꯖꯤꯠ
সুলতাননা	ꯁꯨꯜꯇꯥꯟꯅꯥ
সুলতান্না	ꯁꯨꯜꯇꯥꯟꯅꯥ
সুলুর	ꯁꯨꯂꯨꯔ
সুলুরগী	ꯁꯨꯂꯨꯔꯒꯤ
সুলুরদগী	ꯁꯨꯂꯨꯔꯗꯒꯤ
সুসমা	ꯁꯨꯁꯃꯥ
সুসমিতা	ꯁꯨꯁꯃꯤꯇꯥ
সুসাইদ	ꯁꯨꯁꯥꯢꯗ
সুসাননাদা	ꯁꯨꯁꯥꯟꯅꯥꯗꯥ
সুসান্ট	ꯁꯨꯁꯥꯟ꯭ꯇ
সুসান্তা	ꯁꯨꯁꯥꯟꯇꯥ
সুসাসন	ꯁꯨꯁꯥꯁꯟ
সুসাসান	ꯁꯨꯁꯥꯁꯥꯟ
সুসিন্দ্রো	ꯁꯨꯁꯤꯟꯗ꯭ꯔꯣ
সুসিন্দ্রোনচিংবা	ꯁꯨꯁꯤꯟꯗ꯭ꯔꯣꯅꯆꯤꯡꯕꯥ
সুসিন্দ্রোনা	ꯁꯨꯁꯤꯟꯗ꯭ꯔꯣꯅꯥ
সুসিল	ꯁꯨꯁꯤꯜ
সুসিলচন্দ্র	ꯁꯨꯁꯤꯜꯆꯟꯗ꯭ꯔ
সুসিলচন্দ্রনা	ꯁꯨꯁꯤꯜꯆꯟꯗ꯭ꯔꯅꯥ
সুসিলচন্দ্রবু	ꯁꯨꯁꯤꯜꯆꯟꯗ꯭ꯔꯕꯨ
সুসিলদ্রো	ꯁꯨꯁꯤꯜꯗ꯭ꯔꯣ
সুসিলদ্রোনা	ꯁꯨꯁꯤꯜꯗ꯭ꯔꯣꯅꯥ
সুসিলা	ꯁꯨꯁꯤꯂꯥ
সুসিলাগী	ꯁꯨꯁꯤꯂꯥꯒꯤ
সুসিলাবু	ꯁꯨꯁꯤꯂꯥꯕꯨ
সুসিল্লা	ꯁꯨꯁꯤꯜꯂꯥ
সুসিল্লানা	ꯁꯨꯁꯤꯜꯂꯥꯅꯥ
সুস্মা	ꯁꯨꯁꯃꯥ
সুহলদা	ꯁꯨꯍꯜꯗꯥ
সুহাদা	ꯁꯨꯍꯥꯗꯥ
সুয়স	ꯁꯨꯌꯁ
সুয়িং	ꯁꯨꯌꯤꯡ
সুৱাই	ꯁꯨꯋꯥꯢ
সুৱান	ꯁꯨꯋꯥꯟ
সে	ꯁꯦ
সেও	ꯁꯦꯑꯣ
সেকচ্যুএল	ꯁꯦꯛꯆꯖꯨꯑꯦꯜ
