lang1,lang2
লৈগদৌরিবা,ꯂꯩꯒꯗꯧꯔꯤꯕꯥ
লৈগনি,ꯂꯩꯒꯅꯤ
লৈগনিঅদগুা,ꯂꯩꯒꯅꯤꯑꯗꯒꯨꯥ
লৈগনিঅমসুং,ꯂꯩꯒꯅꯤꯑꯝꯁꯨꯡ
লৈগে,ꯂꯩꯒꯦ
লৈগেনে,ꯂꯩꯒꯦꯅꯦ
লৈঙাং,ꯂꯩꯉꯥꯡ
লৈঙাংচীং,ꯂꯩꯉꯥꯡꯆꯤꯡ
লৈঙাংপোকপী,ꯂꯩꯉꯥꯡꯄꯣꯛꯄꯤ
লৈঙাংপোকপীদগী,ꯂꯩꯉꯥꯡꯄꯣꯛꯄꯤꯗꯒꯤ
লৈঙাংপোকপীদা,ꯂꯩꯉꯥꯡꯄꯣꯛꯄꯤꯗꯥ
লৈঙাক,ꯂꯩꯉꯥꯛ
লৈঙাকক,ꯂꯩꯉꯥꯛꯛ
লৈঙাকনা,ꯂꯩꯉꯥꯛꯅꯥ
লৈঙাকপশিংনা,ꯂꯩꯉꯥꯛꯞꯁꯤꯡꯅꯥ
লৈঙাকপু,ꯂꯩꯉꯥꯛꯄꯨ
লৈঙাকলোল,ꯂꯩꯉꯥꯛꯂꯣꯜ
লৈঙাক্কী,ꯂꯩꯉꯥꯛꯀꯤ
লৈঙাক্তগী,ꯂꯩꯉꯥꯛꯇꯒꯤ
লৈঙাক্তা,ꯂꯩꯉꯥꯛꯇꯥ
লৈঙাক্না,ꯂꯩꯉꯥꯛ꯭ꯟꯥ
লৈঙোই,ꯂꯩꯉꯣꯢ
লৈচিল,ꯂꯩꯆꯤꯜ
লৈচিল্গী,ꯂꯩꯆꯤꯜ꯭ꯒꯤ
লৈজখ্রগে,ꯂꯩꯖꯈ꯭ꯔꯒꯦ
লৈজগে,ꯂꯩꯖꯒꯦ
লৈজদনুসু,ꯂꯩꯖꯗꯅꯨꯁꯨ
লৈজদনুা,ꯂꯩꯖꯗꯅꯨꯥ
লৈজদবদগী,ꯂꯩꯖꯗꯕꯗꯒꯤ
লৈজদবদুদা,ꯂꯩꯖꯗꯕꯗꯨꯗꯥ
লৈজদবশিংগী,ꯂꯩꯖꯗꯕꯁꯤꯡꯒꯤ
লৈজদবশিংগীদমক,ꯂꯩꯖꯗꯕꯁꯤꯡꯒꯤꯗꯝꯛ
লৈজদবা,ꯂꯩꯖꯗꯕꯥ
লৈজদুনা,ꯂꯩꯖꯗꯨꯅꯥ
লৈজদে,ꯂꯩꯖꯗꯦ
লৈজদ্রবশিংবু,ꯂꯩꯖꯗ꯭ꯔꯕꯁꯤꯡꯕꯨ
লৈজদ্রবা,ꯂꯩꯖꯗ꯭ꯔꯕꯥ
লৈজদ্রবী,ꯂꯩꯖꯗ꯭ꯔꯕꯤ
লৈজদ্রে,ꯂꯩꯖꯗ꯭ꯔꯦ
লৈজনবা,ꯂꯩꯖꯟꯕꯥ
লৈজবা,ꯂꯩꯖꯕꯥ
লৈজবি,ꯂꯩꯖꯕꯤ
লৈজবী,ꯂꯩꯖꯕꯤ
লৈজবোইরে,ꯂꯩꯖꯕꯣꯢꯔꯦ
লৈজরকই,ꯂꯩꯖꯔꯛꯏ
লৈজরকইঅমসুং,ꯂꯩꯖꯔꯛꯏꯑꯝꯁꯨꯡ
লৈজরকপা,ꯂꯩꯖꯔꯛꯄꯥ
লৈজরক্লবশিং,ꯂꯩꯖꯔꯛ꯭ꯜꯕꯁꯤꯡ
লৈজরক্লবা,ꯂꯩꯖꯔꯛ꯭ꯜꯕꯥ
লৈজরবসু,ꯂꯩꯖꯔꯕꯁꯨ
লৈজরম্বা,ꯂꯩꯖꯔꯝ꯭ꯕꯥ
লৈজরিবা,ꯂꯩꯖꯔꯤꯕꯥ
লৈজরে,ꯂꯩꯖꯔꯦ
লৈজরোই,ꯂꯩꯖꯔꯣꯢ
লৈজাং,ꯂꯩꯖꯥꯡ
লৈজৈ,ꯂꯩꯖꯩ
লৈজৈয়ে,ꯂꯩꯖꯩꯌꯦ
লৈত,ꯂꯩꯠ
লৈতঙ্গায়,ꯂꯩꯠꯪ꯭ꯒꯥꯢ
লৈতদুনা,ꯂꯩꯠꯗꯨꯅꯥ
লৈতনবা,ꯂꯩꯠꯟꯕꯥ
লৈতনা,ꯂꯩꯠꯅꯥ
লৈতবগী,ꯂꯩꯠꯕꯒꯤ
লৈতবগুম,ꯂꯩꯠꯕꯒꯨꯝ
লৈতবদগী,ꯂꯩꯠꯕꯗꯒꯤ
লৈতবদা,ꯂꯩꯠꯕꯗꯥ
লৈতবনা,ꯂꯩꯠꯕꯅꯥ
লৈতবরা,ꯂꯩꯠꯕꯔꯥ
লৈতবরো,ꯂꯩꯠꯕꯔꯣ
লৈতবশিং,ꯂꯩꯠꯕꯁꯤꯡ
লৈতবশিংবু,ꯂꯩꯠꯕꯁꯤꯡꯕꯨ
লৈতবা,ꯂꯩꯠꯕꯥ
লৈতবোইরে,ꯂꯩꯠꯕꯣꯢꯔꯦ
লৈতব্রা,ꯂꯩꯠꯕ꯭ꯔꯥ
লৈতরবোইরে,ꯂꯩꯠꯔꯕꯣꯢꯔꯦ
লৈতরে,ꯂꯩꯠꯔꯦ
লৈতা,ꯂꯩꯇꯥ
লৈতাদবগী,ꯂꯩꯇꯥꯗꯕꯒꯤ
লৈতাদবা,ꯂꯩꯇꯥꯗꯕꯥ
লৈতানথেম,ꯂꯩꯇꯥꯟꯊꯦꯝ
লৈতানপোক,ꯂꯩꯇꯥꯟꯄꯣꯛ
লৈতানপোকপী,ꯂꯩꯇꯥꯟꯄꯣꯛꯄꯤ
লৈতানবা,ꯂꯩꯇꯥꯟꯕꯥ
লৈতানা,ꯂꯩꯇꯥꯅꯥ
লৈতান্থেম,ꯂꯩꯇꯥꯟ꯭ꯊꯦꯝ
লৈতাবা,ꯂꯩꯇꯥꯕꯥ
লৈতারে,ꯂꯩꯇꯥꯔꯦ
লৈতাহনবগী,ꯂꯩꯇꯥꯟꯕꯒꯤ
লৈতাহনবা,ꯂꯩꯇꯥꯟꯕꯥ
লৈতাহন্নবগী,ꯂꯩꯇꯥꯟꯅꯕꯒꯤ
লৈতাহন্নবা,ꯂꯩꯇꯥꯟꯅꯕꯥ
লৈতায়্,ꯂꯩꯇꯥꯢ
লৈতিয়ে,ꯂꯩꯇꯤꯌꯦ
লৈতুম,ꯂꯩꯇꯨꯝ
লৈতে,ꯂꯩꯇꯦ
লৈতেং,ꯂꯩꯇꯦꯡ
লৈতেংগনি,ꯂꯩꯇꯦꯡꯒꯅꯤ
লৈতেংগা,ꯂꯩꯇꯦꯡꯒꯥ
লৈতেংগী,ꯂꯩꯇꯦꯡꯒꯤ
লৈতেংদনুা,ꯂꯩꯇꯦꯡꯗꯅꯨꯥ
লৈতেংনরে,ꯂꯩꯇꯦꯡꯅꯔꯦ
লৈতেংবগা,ꯂꯩꯇꯦꯡꯕꯒꯥ
লৈতেংবগী,ꯂꯩꯇꯦꯡꯕꯒꯤ
লৈতেংবদি,ꯂꯩꯇꯦꯡꯕꯗꯤ
লৈতেংবা,ꯂꯩꯇꯦꯡꯕꯥ
লৈতেংলবা,ꯂꯩꯇꯦꯡꯂꯕꯥ
লৈতেংলি,ꯂꯩꯇꯦꯡꯂꯤ
লৈতেংলে,ꯂꯩꯇꯦꯡꯂꯦ
লৈতেঅদগুা,ꯂꯩꯇꯦꯑꯗꯒꯨꯥ
লৈতেঅমসুং,ꯂꯩꯇꯦꯑꯝꯁꯨꯡ
লৈতেহায়রদনুা,ꯂꯩꯇꯦꯍꯥꯢꯔꯗꯅꯨꯥ
লৈতেহায়রি,ꯂꯩꯇꯦꯍꯥꯢꯔꯤ
লৈত্রদুনা,ꯂꯩꯠ꯭ꯔꯗꯨꯅꯥ
লৈত্রবদি,ꯂꯩꯠ꯭ꯔꯕꯗꯤ
লৈত্রবনি,ꯂꯩꯠ꯭ꯔꯕꯅꯤ
লৈত্রবনিনা,ꯂꯩꯠ꯭ꯔꯕꯅꯤꯅꯥ
লৈত্রবা,ꯂꯩꯠ꯭ꯔꯕꯥ
লৈত্রবী,ꯂꯩꯠ꯭ꯔꯕꯤ
লৈত্রবোইরে,ꯂꯩꯠ꯭ꯔꯕꯣꯢꯔꯦ
লৈত্রি,ꯂꯩꯠ꯭ꯔꯤ
লৈত্রিঅদবুু,ꯂꯩꯠ꯭ꯔꯤꯑꯗꯕꯨꯨ
লৈত্রিবনা,ꯂꯩꯠ꯭ꯔꯤꯕꯅꯥ
লৈত্রিবা,ꯂꯩꯠ꯭ꯔꯤꯕꯥ
লৈত্রিব্রা,ꯂꯩꯠ꯭ꯔꯤꯕ꯭ꯔꯥ
লৈত্রে,ꯂꯩꯠ꯭ꯔꯦ
লৈত্রেঅমসুং,ꯂꯩꯠ꯭ꯔꯦꯑꯝꯁꯨꯡ
লৈত্রেদনা,ꯂꯩꯠ꯭ꯔꯦꯗꯅꯥ
লৈত্রেদো,ꯂꯩꯠ꯭ꯔꯦꯗꯣ
লৈথত্কে,ꯂꯩꯊꯠꯀꯦ
লৈথত্তুনা,ꯂꯩꯊꯠꯇꯨꯅꯥ
লৈথবা,ꯂꯩꯊꯕꯥ
লৈথা,ꯂꯩꯊꯥ
লৈথোং,ꯂꯩꯊꯣꯡ
লৈথোক,ꯂꯩꯊꯣꯛ
লৈথোকপগী,ꯂꯩꯊꯣꯛꯞꯒꯤ
লৈথোকলোই,ꯂꯩꯊꯣꯛꯂꯣꯢ
লৈথোক্অবোইরে,ꯂꯩꯊꯣꯛꯑꯕꯣꯢꯔꯦ
লৈথোক্ই,ꯂꯩꯊꯣꯛꯏ
লৈথোক্খিবদুদা,ꯂꯩꯊꯣꯛꯈꯤꯕꯗꯨꯗꯥ
লৈথোক্খিবদুনা,ꯂꯩꯊꯣꯛꯈꯤꯕꯗꯨꯅꯥ
লৈথোক্খ্রে,ꯂꯩꯊꯣꯛꯈ꯭ꯔꯦ
লৈথোক্তনবা,ꯂꯩꯊꯣꯛꯇꯟꯕꯥ
লৈথোক্পনা,ꯂꯩꯊꯣꯛꯄꯅꯥ
লৈথোক্লগা,ꯂꯩꯊꯣꯛ꯭ꯜꯒꯥ
লৈথোক্লবোইরে,ꯂꯩꯊꯣꯛ꯭ꯜꯕꯣꯢꯔꯦ
লৈথোক্লে,ꯂꯩꯊꯣꯛ꯭ꯜꯦ
লৈথোক্লোই,ꯂꯩꯊꯣꯛ꯭ꯜꯣꯢ
লৈদগী,ꯂꯩꯗꯒꯤ
লৈদনবা,ꯂꯩꯗꯟꯕꯥ
লৈদনুসু,ꯂꯩꯗꯅꯨꯁꯨ
লৈদনুা,ꯂꯩꯗꯅꯨꯥ
লৈদবগীদমক,ꯂꯩꯗꯕꯒꯤꯗꯝꯛ
লৈদাইনে,ꯂꯩꯗꯥꯢꯅꯦ
লৈদি,ꯂꯩꯗꯤ
লৈদু,ꯂꯩꯗꯨ
লৈদুনসু,ꯂꯩꯗꯨꯟꯁꯨ
লৈদুনা,ꯂꯩꯗꯨꯅꯥ
লৈদুমসু,ꯂꯩꯗꯨꯝꯁꯨ
লৈদৌ,ꯂꯩꯗꯧ
লৈদৌশরু,ꯂꯩꯗꯧꯁꯔꯨ
লৈদ্রিঙৈদা,ꯂꯩꯗ꯭ꯔꯤꯉꯩꯗꯥ
লৈন,ꯂꯩꯟ
লৈনংুগী,ꯂꯩꯅꯪꯎꯒꯤ
লৈনংুদগী,ꯂꯩꯅꯪꯎꯗꯒꯤ
লৈনংুদা,ꯂꯩꯅꯪꯎꯗꯥ
লৈনখি,ꯂꯩꯟꯈꯤ
লৈনখিবা,ꯂꯩꯟꯈꯤꯕꯥ
লৈনখিবোইরে,ꯂꯩꯟꯈꯤꯕꯣꯢꯔꯦ
লৈনখ্রে,ꯂꯩꯟꯈ꯭ꯔꯦ
লৈনগদবনি,ꯂꯩꯟꯒꯗꯕꯅꯤ
লৈনদনুা,ꯂꯩꯟꯗꯅꯨꯥ
লৈনদুনা,ꯂꯩꯟꯗꯨꯅꯥ
লৈনদে,ꯂꯩꯟꯗꯦ
লৈননবগী,ꯂꯩꯟꯟꯕꯒꯤ
লৈননবগীদমক,ꯂꯩꯟꯟꯕꯒꯤꯗꯝꯛ
লৈননবা,ꯂꯩꯟꯟꯕꯥ
লৈননরােয়,ꯂꯩꯟꯟꯔꯥꯦꯢ
লৈননসু,ꯂꯩꯟꯟꯁꯨ
লৈননা,ꯂꯩꯟꯅꯥ
লৈননামখু্য,ꯂꯩꯟꯅꯥꯝꯈꯨ꯭ꯢ
লৈননাা,ꯂꯩꯟꯅꯥꯥ
লৈনবগী,ꯂꯩꯟꯕꯒꯤ
লৈনবগীদমক,ꯂꯩꯟꯕꯒꯤꯗꯝꯛ
লৈনবনা,ꯂꯩꯟꯕꯅꯥ
লৈনবপিংদা,ꯂꯩꯟꯕꯄꯤꯡꯗꯥ
লৈনবশিং,ꯂꯩꯟꯕꯁꯤꯡ
লৈনবশিংগা,ꯂꯩꯟꯕꯁꯤꯡꯒꯥ
লৈনবশিংগী,ꯂꯩꯟꯕꯁꯤꯡꯒꯤ
লৈনবশিংদা,ꯂꯩꯟꯕꯁꯤꯡꯗꯥ
লৈনবশিংদি,ꯂꯩꯟꯕꯁꯤꯡꯗꯤ
লৈনবশিংনা,ꯂꯩꯟꯕꯁꯤꯡꯅꯥ
লৈনবসু,ꯂꯩꯟꯕꯁꯨ
লৈনবা,ꯂꯩꯟꯕꯥ
লৈনব্রা,ꯂꯩꯟꯕ꯭ꯔꯥ
লৈনরকই,ꯂꯩꯟꯔꯛꯏ
লৈনরকপা,ꯂꯩꯟꯔꯛꯄꯥ
লৈনরবদি,ꯂꯩꯟꯔꯕꯗꯤ
লৈনরবসু,ꯂꯩꯟꯔꯕꯁꯨ
লৈনরি,ꯂꯩꯟꯔꯤ
লৈনরিবা,ꯂꯩꯟꯔꯤꯕꯥ
লৈনরিহায়না,ꯂꯩꯟꯔꯤꯍꯥꯢꯅꯥ
লৈনরে,ꯂꯩꯟꯔꯦ
লৈনসি,ꯂꯩꯟꯁꯤ
লৈনহনবদা,ꯂꯩꯟꯟꯕꯗꯥ
লৈনহনবা,ꯂꯩꯟꯟꯕꯥ
লৈনহন্নবা,ꯂꯩꯟꯟꯅꯕꯥ
লৈনহল্লি,ꯂꯩꯟꯜꯂꯤ
লৈনা,ꯂꯩꯅꯥ
লৈনাং,ꯂꯩꯅꯥꯡ
লৈনিংলবদি,ꯂꯩꯅꯤꯡꯂꯕꯗꯤ
লৈনু,ꯂꯩꯅꯨ
লৈনুংদা,ꯂꯩꯅꯨꯡꯗꯥ
লৈনুনা,ꯂꯩꯅꯨꯅꯥ
লৈনুলৈমগা,ꯂꯩꯅꯨꯂꯩꯝꯒꯥ
লৈনুলৈমগী,ꯂꯩꯅꯨꯂꯩꯝꯒꯤ
লৈনুলৈমদা,ꯂꯩꯅꯨꯂꯩꯝꯗꯥ
লৈনুলৈমনা,ꯂꯩꯅꯨꯂꯩꯝꯅꯥ
লৈনুলৈমনি,ꯂꯩꯅꯨꯂꯩꯝꯅꯤ
লৈনুলৈমা,ꯂꯩꯅꯨꯂꯩꯃꯥ
লৈনৈ,ꯂꯩꯅꯩ
লৈপল,ꯂꯩꯞꯜ
লৈপাক,ꯂꯩꯄꯥꯛ
লৈপাক্কী,ꯂꯩꯄꯥꯛꯀꯤ
লৈপাক্তা,ꯂꯩꯄꯥꯛꯇꯥ
লৈপাক্না,ꯂꯩꯄꯥꯛ꯭ꯟꯥ
লৈপোন্তে,ꯂꯩꯄꯣꯟ꯭ꯠꯦ
লৈফম,ꯂꯩꯐꯝ
লৈফমদগী,ꯂꯩꯐꯝꯗꯒꯤ
লৈফমদা,ꯂꯩꯐꯝꯗꯥ
লৈফমনচিংবগা,ꯂꯩꯐꯝꯟꯆꯤꯡꯕꯒꯥ
লৈফমনচিংবা,ꯂꯩꯐꯝꯟꯆꯤꯡꯕꯥ
লৈফমনি,ꯂꯩꯐꯝꯅꯤ
লৈফমশিং,ꯂꯩꯐꯝꯁꯤꯡ
লৈফমশিংদা,ꯂꯩꯐꯝꯁꯤꯡꯗꯥ
লৈফমশিংবু,ꯂꯩꯐꯝꯁꯤꯡꯕꯨ
লৈফম্,ꯂꯩꯐꯝ
লৈফম্নচিংবা,ꯂꯩꯐꯝ꯭ꯟꯆꯤꯡꯕꯥ
লৈব,ꯂꯩꯕ
লৈবক,ꯂꯩꯕꯛ
লৈবক্চোন্না,ꯂꯩꯕꯛꯆꯣꯟꯅꯥ
লৈবক্তা,ꯂꯩꯕꯛꯇꯥ
লৈবগা,ꯂꯩꯕꯒꯥ
লৈবগী,ꯂꯩꯕꯒꯤ
লৈবগীদমক,ꯂꯩꯕꯒꯤꯗꯝꯛ
লৈবগুম্বা,ꯂꯩꯕꯒꯨꯝ꯭ꯕꯥ
লৈবগে,ꯂꯩꯕꯒꯦ
লৈবদগী,ꯂꯩꯕꯗꯒꯤ
লৈবদগীনি,ꯂꯩꯕꯗꯒꯤꯅꯤ
লৈবদসু,ꯂꯩꯕꯗꯁꯨ
লৈবদা,ꯂꯩꯕꯗꯥ
লৈবদি,ꯂꯩꯕꯗꯤ
লৈবদু,ꯂꯩꯕꯗꯨ
লৈবদুগী,ꯂꯩꯕꯗꯨꯒꯤ
লৈবদুদা,ꯂꯩꯕꯗꯨꯗꯥ
লৈবদুসু,ꯂꯩꯕꯗꯨꯁꯨ
লৈবদো,ꯂꯩꯕꯗꯣ
লৈবনচিংবদা,ꯂꯩꯕꯟꯆꯤꯡꯕꯗꯥ
লৈবনা,ꯂꯩꯕꯅꯥ
লৈবনি,ꯂꯩꯕꯅꯤ
লৈবনে,ꯂꯩꯕꯅꯦ
লৈবরো,ꯂꯩꯕꯔꯣ
লৈবশিং,ꯂꯩꯕꯁꯤꯡ
লৈবশিংগী,ꯂꯩꯕꯁꯤꯡꯒꯤ
লৈবশিংগীনা,ꯂꯩꯕꯁꯤꯡꯒꯤꯅꯥ
লৈবশিংদনা,ꯂꯩꯕꯁꯤꯡꯗꯅꯥ
লৈবশিংদা,ꯂꯩꯕꯁꯤꯡꯗꯥ
লৈবশিংদু,ꯂꯩꯕꯁꯤꯡꯗꯨ
লৈবশিংনি,ꯂꯩꯕꯁꯤꯡꯅꯤ
লৈবশিংবু,ꯂꯩꯕꯁꯤꯡꯕꯨ
লৈবসি,ꯂꯩꯕꯁꯤ
লৈবসিদা,ꯂꯩꯕꯁꯤꯗꯥ
লৈবসিবু,ꯂꯩꯕꯁꯤꯕꯨ
লৈবা,ꯂꯩꯕꯥ
লৈবাক,ꯂꯩꯕꯥꯛ
লৈবাকঙাকপা,ꯂꯩꯕꯥꯛꯉꯥꯛꯄꯥ
লৈবাকনা,ꯂꯩꯕꯥꯛꯅꯥ
লৈবাকনি,ꯂꯩꯕꯥꯛꯅꯤ
লৈবাকপু,ꯂꯩꯕꯥꯛꯄꯨ
লৈবাকপোক,ꯂꯩꯕꯥꯛꯄꯣꯛ
লৈবাকপোকপা,ꯂꯩꯕꯥꯛꯄꯣꯛꯄꯥ
লৈবাকশিং,ꯂꯩꯕꯥꯛꯁꯤꯡ
লৈবাকশিংগগী,ꯂꯩꯕꯥꯛꯁꯤꯡꯒꯒꯤ
লৈবাকশিংগসু,ꯂꯩꯕꯥꯛꯁꯤꯡꯒꯁꯨ
লৈবাকশিংগা,ꯂꯩꯕꯥꯛꯁꯤꯡꯒꯥ
লৈবাকশিংগী,ꯂꯩꯕꯥꯛꯁꯤꯡꯒꯤ
লৈবাকশিংদগী,ꯂꯩꯕꯥꯛꯁꯤꯡꯗꯒꯤ
লৈবাকশিংদনা,ꯂꯩꯕꯥꯛꯁꯤꯡꯗꯅꯥ
লৈবাকশিংদবু,ꯂꯩꯕꯥꯛꯁꯤꯡꯗꯕꯨ
লৈবাকশিংদসু,ꯂꯩꯕꯥꯛꯁꯤꯡꯗꯁꯨ
লৈবাকশিংদা,ꯂꯩꯕꯥꯛꯁꯤꯡꯗꯥ
লৈবাকশিংদি,ꯂꯩꯕꯥꯛꯁꯤꯡꯗꯤ
লৈবাকশিংনসু,ꯂꯩꯕꯥꯛꯁꯤꯡꯅꯁꯨ
লৈবাকশিংনা,ꯂꯩꯕꯥꯛꯁꯤꯡꯅꯥ
লৈবাকশিংনাা,ꯂꯩꯕꯥꯛꯁꯤꯡꯅꯥꯥ
লৈবাকশিংবু,ꯂꯩꯕꯥꯛꯁꯤꯡꯕꯨ
লৈবাকসি,ꯂꯩꯕꯥꯛꯁꯤ
লৈবাকসিগী,ꯂꯩꯕꯥꯛꯁꯤꯒꯤ
লৈবাকসিদা,ꯂꯩꯕꯥꯛꯁꯤꯗꯥ
লৈবাকসিনা,ꯂꯩꯕꯥꯛꯁꯤꯅꯥ
লৈবাকসিবু,ꯂꯩꯕꯥꯛꯁꯤꯕꯨ
লৈবাকহৱাই,ꯂꯩꯕꯥꯛꯋꯥꯢ
লৈবাক্,ꯂꯩꯕꯥꯛ
লৈবাক্কি,ꯂꯩꯕꯥꯛꯀꯤ
লৈবাক্কী,ꯂꯩꯕꯥꯛꯀꯤ
লৈবাক্কীদমক,ꯂꯩꯕꯥꯛꯀꯤꯗꯝꯛ
লৈবাক্কীদমক্তা,ꯂꯩꯕꯥꯛꯀꯤꯗꯝꯛꯇꯥ
লৈবাক্কীনা,ꯂꯩꯕꯥꯛꯀꯤꯅꯥ
লৈবাক্কীসু,ꯂꯩꯕꯥꯛꯀꯤꯁꯨ
লৈবাক্কুম্না,ꯂꯩꯕꯥꯛꯀꯨꯝ꯭ꯟꯥ
লৈবাক্চোন্না,ꯂꯩꯕꯥꯛꯆꯣꯟꯅꯥ
লৈবাক্তংখায়,ꯂꯩꯕꯥꯛꯇꯪꯈꯥꯢ
লৈবাক্তগী,ꯂꯩꯕꯥꯛꯇꯒꯤ
লৈবাক্তনা,ꯂꯩꯕꯥꯛꯇꯅꯥ
লৈবাক্তা,ꯂꯩꯕꯥꯛꯇꯥ
লৈবাক্তি,ꯂꯩꯕꯥꯛꯇꯤ
লৈবাক্তুগী,ꯂꯩꯕꯥꯛꯇꯨꯒꯤ
লৈবাক্তুদা,ꯂꯩꯕꯥꯛꯇꯨꯗꯥ
লৈবাক্না,ꯂꯩꯕꯥꯛ꯭ꯟꯥ
লৈবাক্পোক্পা,ꯂꯩꯕꯥꯛꯄꯣꯛꯄꯥ
লৈবাক্সি,ꯂꯩꯕꯥꯛ꯭ꯁꯤ
লৈবাক্সিগা,ꯂꯩꯕꯥꯛ꯭ꯁꯤꯒꯥ
লৈবাক্সিগী,ꯂꯩꯕꯥꯛ꯭ꯁꯤꯒꯤ
লৈবাক্সিদা,ꯂꯩꯕꯥꯛ꯭ꯁꯤꯗꯥ
লৈবাশিংদা,ꯂꯩꯕꯥꯁꯤꯡꯗꯥ
লৈবিগে,ꯂꯩꯕꯤꯒꯦ
লৈবিনবা,ꯂꯩꯕꯤꯟꯕꯥ
লৈবিবগে,ꯂꯩꯕꯤꯕꯒꯦ
লৈবিরে,ꯂꯩꯕꯤꯔꯦ
লৈবিরো,ꯂꯩꯕꯤꯔꯣ
লৈবিয়ু,ꯂꯩꯕꯤꯌꯨ
লৈবী,ꯂꯩꯕꯤ
লৈবীদনুা,ꯂꯩꯕꯤꯗꯅꯨꯥ
লৈবীনবা,ꯂꯩꯕꯤꯟꯕꯥ
লৈবীয়ু,ꯂꯩꯕꯤꯌꯨ
লৈবু,ꯂꯩꯕꯨ
লৈবুং,ꯂꯩꯕꯨꯡ
লৈবোইরে,ꯂꯩꯕꯣꯢꯔꯦ
লৈব্রা,ꯂꯩꯕ꯭ꯔꯥ
লৈব্রো,ꯂꯩꯕ꯭ꯔꯣ
লৈম,ꯂꯩꯝ
লৈমখোং,ꯂꯩꯝꯈꯣꯡ
লৈমখোংদা,ꯂꯩꯝꯈꯣꯡꯗꯥ
লৈমগা,ꯂꯩꯝꯒꯥ
লৈমগী,ꯂꯩꯝꯒꯤ
লৈমতোম্বীগী,ꯂꯩꯝꯇꯣꯝ꯭ꯕꯤꯒꯤ
লৈমতোম্বীনা,ꯂꯩꯝꯇꯣꯝ꯭ꯕꯤꯅꯥ
লৈমতোম্বীবু,ꯂꯩꯝꯇꯣꯝ꯭ꯕꯤꯕꯨ
লৈমদা,ꯂꯩꯝꯗꯥ
লৈমদু,ꯂꯩꯝꯗꯨ
লৈমদুনা,ꯂꯩꯝꯗꯨꯅꯥ
লৈমদুসু,ꯂꯩꯝꯗꯨꯁꯨ
লৈমনা,ꯂꯩꯝꯅꯥ
লৈমনি,ꯂꯩꯝꯅꯤ
লৈমপোকপম,ꯂꯩꯝꯄꯣꯛꯞꯝ
লৈমপোকপমদা,ꯂꯩꯝꯄꯣꯛꯞꯝꯗꯥ
লৈমবু,ꯂꯩꯝꯕꯨ
লৈমবুসু,ꯂꯩꯝꯕꯨꯁꯨ
লৈমরেল,ꯂꯩꯝꯔꯦꯜ
লৈমরোল,ꯂꯩꯝꯔꯣꯜ
লৈমশীজগী,ꯂꯩꯝꯁꯤꯖꯒꯤ
লৈমশীজগীসু,ꯂꯩꯝꯁꯤꯖꯒꯤꯁꯨ
লৈমশীজা,ꯂꯩꯝꯁꯤꯖꯥ
লৈমা,ꯂꯩꯃꯥ
লৈমাইদগী,ꯂꯩꯃꯥꯢꯗꯒꯤ
লৈমাইদা,ꯂꯩꯃꯥꯢꯗꯥ
লৈমাখোং,ꯂꯩꯃꯥꯈꯣꯡ
লৈমাতোম্বী,ꯂꯩꯃꯥꯇꯣꯝ꯭ꯕꯤ
লৈমাদা,ꯂꯩꯃꯥꯗꯥ
লৈমানা,ꯂꯩꯃꯥꯅꯥ
লৈমাপোকপম,ꯂꯩꯃꯥꯄꯣꯛꯞꯝ
লৈমাপোকপমনা,ꯂꯩꯃꯥꯄꯣꯛꯞꯝꯅꯥ
লৈমাপোকপা,ꯂꯩꯃꯥꯄꯣꯛꯄꯥ
লৈমায়দ্গী,ꯂꯩꯃꯥꯢꯗꯒꯤ
লৈমারোল,ꯂꯩꯃꯥꯔꯣꯜ
লৈমায়দগী,ꯂꯩꯃꯥꯢꯗꯒꯤ
লৈমায়বু,ꯂꯩꯃꯥꯢꯕꯨ
লৈমায়্,ꯂꯩꯃꯥꯢ
লৈমায়্থক্তা,ꯂꯩꯃꯥꯢ꯭ꯊꯛꯇꯥ
লৈমায়্দা,ꯂꯩꯃꯥꯢ꯭ꯗꯥ
লৈমায়্সিদা,ꯂꯩꯃꯥꯢ꯭ꯁꯤꯗꯥ
লৈমিননরক্লি,ꯂꯩꯃꯤꯟꯟꯔꯛ꯭ꯜꯤ
লৈমিনরিবা,ꯂꯩꯃꯤꯟꯔꯤꯕꯥ
লৈমিন্নখি,ꯂꯩꯃꯤꯟꯅꯈꯤ
লৈমিন্নখিসি,ꯂꯩꯃꯤꯟꯅꯈꯤꯁꯤ
লৈমিন্নখ্রে,ꯂꯩꯃꯤꯟꯅꯈ꯭ꯔꯦ
লৈমিন্নজবা,ꯂꯩꯃꯤꯟꯅꯖꯕꯥ
লৈমিন্নদনবা,ꯂꯩꯃꯤꯟꯅꯗꯅꯕꯥ
লৈমিন্নদনুা,ꯂꯩꯃꯤꯟꯅꯗꯅꯨꯥ
লৈমিন্নদুনা,ꯂꯩꯃꯤꯟꯅꯗꯨꯅꯥ
লৈমিন্নদৌ,ꯂꯩꯃꯤꯟꯅꯗꯧ
লৈমিন্ননবগী,ꯂꯩꯃꯤꯟꯅꯅꯕꯒꯤ
লৈমিন্ননবসু,ꯂꯩꯃꯤꯟꯅꯅꯕꯁꯨ
লৈমিন্ননবা,ꯂꯩꯃꯤꯟꯅꯟꯕꯥ
