অংথা	ꯑꯪꯊꯥ
লক্ষনৌদা	ꯂꯛꯁꯅꯧꯗꯥ
লক্ষমনন্দনা	ꯂꯛꯁꯃꯟꯅ꯭ꯗꯅꯥ
লক্ষমবর্ক	ꯂꯛꯁꯃꯕꯔ꯭ꯀ
লক্ষমবর্ককী	ꯂꯛꯁꯃꯕꯔ꯭ꯀꯀꯤ
লক্ষমবর্গকী	ꯂꯛꯁꯃꯕꯔ꯭ꯒꯀꯤ
লক্ষাদ্বিপ	ꯂꯛꯁꯥꯗ꯭ꯋꯤꯞ
লক্ষিপুর	ꯂꯛꯁꯤꯄꯨꯔ
লক্ষিম্পুর	ꯂꯛꯁꯤꯝꯄꯨꯔ
লক্ষ্মী	ꯂꯛꯁꯃꯤ
লক্ষ্মীপুরম	ꯂꯛ꯭ꯁꯃꯤꯄꯨꯔꯝ
লক্ষ্মীবুসু	ꯂꯛ꯭ꯁꯃꯤꯕꯨꯁꯨ
লক্সদ্বিপ	ꯂꯛ꯭ꯁꯗ꯭ꯋꯤꯞ
লক্সদ্বিপকী	ꯂꯛ꯭ꯁꯗ꯭ꯋꯤꯞꯀꯤ
লক্সদ্বিপনা	ꯂꯛ꯭ꯁꯗ꯭ꯋꯤꯞꯅꯥ
লক্সমনন্দনা	ꯂꯛ꯭ꯁꯝꯅꯟꯗꯅꯥ
লক্সমি	ꯂꯛ꯭ꯁꯃꯤ
লক্সমী	ꯂꯛ꯭ꯁꯃꯤ
লক্সমীনা	ꯂꯛꯁꯃꯤꯅꯥ
লক্সা	ꯂꯛꯁꯥ
লক্সেস	ꯂꯛꯁꯦꯁ
লখ	ꯂꯈ
লখনৌ	ꯂꯈꯅꯧ
লখনৌগী	ꯂꯈꯅꯧꯒꯤ
লখনৌদনি	ꯂꯈꯅꯧꯗꯅꯤ
লখনৌদা	ꯂꯈꯅꯧꯗꯥ
লখিপুরদা	ꯂꯈꯤꯄꯨꯔꯗꯥ
লখিমপুর	ꯂꯈꯤꯃꯄꯨꯔ
লখিমপুরদা	ꯂꯈꯤꯃꯄꯨꯔꯗꯥ
লঙ্কস	ꯂꯪꯀꯁ
লঙ্কাগী	ꯂꯪꯀꯥꯒꯤ
লঙ্কান	ꯂꯪꯀꯥꯟ
লঙ্গোল	ꯂꯪꯒꯣꯜ
লঙ্গোলদা	ꯂꯪꯒꯣꯜꯗꯥ
লঞ্চ	ꯂꯟ꯭ꯆ
লটচনা	ꯂꯇꯆꯅꯥ
লটচনাগী	ꯂꯇꯆꯅꯥꯒꯤ
লদাক	ꯂꯗꯥꯛ
লদাক্কী	ꯂꯗꯥꯛꯀꯤ
লদাখ	ꯂꯗꯥꯈ
লদাখকী	ꯂꯗꯥꯈꯀꯤ
লদাখতগী	ꯂꯗꯥꯈꯇꯒꯤ
লদাখতা	ꯂꯗꯥꯈꯇꯥ
লদাখপু	ꯂꯗꯥꯢꯄꯨ
লদাগ	ꯂꯗꯥꯒ
লদাগকী	ꯂꯗꯥꯒꯀꯤ
লদাগতা	ꯂꯗꯥꯒꯇꯥ
লদাগনা	ꯂꯗꯥꯒꯅꯥ
লদাগপু	ꯂꯗꯥꯒꯄꯨ
লনতিনথাং	ꯂꯟꯇꯤꯟꯊꯥꯡ
লন্দন	ꯂꯟꯗꯟ
লন্দনগী	ꯂꯟꯗꯟꯒꯤ
লন্দনদগী	ꯂꯟꯗꯟꯗꯒꯤ
লন্দনদা	ꯂꯟꯗꯟꯗꯥ
লন্ধোনি	ꯂꯟꯙꯣꯅꯤ
লপ্লেন	ꯂꯞꯂꯦꯟ
লপ্লেন্	ꯂꯞꯂꯦꯟ
লফ	ꯂꯐ
লব	ꯂꯕ
লবলি	ꯂꯕꯂꯤ
লবলিনা	ꯂꯕꯂꯤꯅꯥ
লবাক	ꯂꯕꯥꯛ
লবোরেতরি	ꯂꯕꯣꯔꯦꯇꯔꯤ
লভ	ꯂꯚ
লভলিনা	ꯂꯚꯂꯤꯅꯥ
লভলিনানা	ꯂꯚꯂꯤꯅꯥꯅꯥ
লমকা	ꯂꯝꯀꯥ
লমকাং	ꯂꯝꯀꯥꯡ
লমকাগী	ꯂꯝꯀꯥꯒꯤ
লমকাদগী	ꯂꯝꯀꯥꯗꯒꯤ
লমকাদা	ꯂꯝꯀꯥꯗꯥ
লমকানা	ꯂꯝꯀꯥꯅꯥ
লমখাই	ꯂꯝꯈꯥꯢ
লমখাইগী	ꯂꯝꯈꯥꯢꯒꯤ
লমখাইদা	ꯂꯝꯈꯥꯢꯗꯥ
লমখায়	ꯂꯝꯈꯥꯢ
লমখায়	ꯂꯝꯈꯥꯢ
লমখায়দা	ꯂꯝꯈꯥꯢꯗꯥ
লমখিমপুর	ꯂꯝꯈꯤꯃꯄꯨꯔ
লমতাচাওনা	ꯂꯝꯇꯥꯆꯥꯎꯅꯥ
লমতিনথাং	ꯂꯝꯇꯤꯟꯊꯥꯡ
লমথোকফম	ꯂꯝꯊꯣꯛꯐꯝ
লমদিং	ꯂꯝꯗꯤꯡ
লমদেং	ꯂꯝꯗꯦꯡ
লমদেংগী	ꯂꯝꯗꯦꯡꯒꯤ
লমদেংদা	ꯂꯝꯗꯦꯡꯗꯥ
লমদোং	ꯂꯝꯗꯣꯡ
লমদোংদগীসূ	ꯂꯝꯗꯣꯡꯗꯒꯤꯁꯨ
লমদোংদা	ꯂꯝꯗꯣꯡꯗꯥ
লমফলপাৎতা	ꯂꯝꯐꯜꯄꯥꯠꯇꯥ
লমফেল	ꯂꯝꯐꯦꯜ
লমফেলগী	ꯂꯝꯐꯦꯜꯒꯤ
লমফেলদা	ꯂꯝꯐꯦꯜꯗꯥ
লমফেলপাৎ	ꯂꯝꯐꯜꯄꯥꯠ
লমফেলপাৎতা	ꯂꯝꯐꯦꯜꯄꯥꯠꯇꯥ
লমবোই	ꯂꯝꯕꯣꯢ
লমলাই	ꯂꯝꯂꯥꯢ
লমলাইনা	ꯂꯝꯂꯥꯢꯅꯥ
লমলোং	ꯂꯝꯂꯣꯡ
লমলোংগৈদা	ꯂꯝꯂꯣꯡꯒꯩꯗꯥ
লমলোংদা	ꯂꯝꯂꯣꯡꯗꯥ
লমশাং	ꯂꯝꯁꯥꯡ
লমশাংগী	ꯂꯝꯁꯥꯡꯒꯤ
লমশাংদা	ꯂꯝꯁꯥꯡꯗꯥ
লমশাংলোমদগী	ꯂꯝꯁꯥꯡꯂꯣꯃꯗꯒꯤ
লমাবম	ꯂꯃꯥꯕꯝ
লমায়	ꯂꯃꯥꯢ
লমায়দা	ꯂꯃꯥꯢꯗꯥ
লম্খন্না	ꯂꯝꯈꯟꯅꯥ
লম্খল	ꯂꯝꯈꯜ
লম্খল্	ꯂꯝꯈꯜ
লম্খল্গী	ꯂꯝꯈꯜꯒꯤ
লম্খল্লাই	ꯂꯝꯈꯜꯂꯥꯢ
লম্খাই	ꯂꯝꯈꯥꯢ
লম্ফেল	ꯂꯝꯐꯦꯜ
লম্ফেলগী	ꯂꯝꯐꯦꯜꯒꯤ
লম্ফেলদা	ꯂꯝꯐꯦꯜꯗꯥ
লম্ফেলপাৎ	ꯂꯝꯐꯦꯜꯄꯥꯠ
লম্ফেলপাৎকী	ꯂꯝꯐꯦꯜꯄꯥꯠꯀꯤ
লম্ফেলপাৎতা	ꯂꯝꯐꯦꯜꯄꯥꯠꯇꯥ
লম্ফেলপাৎনা	ꯂꯝꯐꯦꯜꯄꯥꯠꯅꯥ
লম্ফেলপাৎপু	ꯂꯝꯐꯦꯜꯄꯥꯠꯄꯨ
লম্ফেৎপাৎতা	ꯂꯝꯐꯦꯜꯠꯄꯥꯠꯇꯥ
লম্বুলেন	ꯂꯝꯕꯨꯂꯦꯅ
লম্বুলেনবু	ꯂꯝꯕꯨꯂꯦꯅꯕꯨ
লম্বুলেন্দ	ꯂꯝꯕꯨꯂꯦꯟ꯭ꯗ
লম্বোইখুন	ꯂꯝꯕꯣꯢꯈꯨꯟ
লম্বোইখুল	ꯂꯝꯕꯣꯢꯈꯨꯜ
লম্বোইখুলদা	ꯂꯝꯕꯣꯢꯈꯨꯜꯗꯥ
লম্বোইখোংনাংখোংদা	ꯂꯝꯕꯣꯢꯈꯣꯡꯅꯥꯡꯈꯣꯡꯗꯥ
লম্বোইখোঙনাংখোংদা	ꯂꯝꯕꯣꯢꯈꯣꯉꯅꯥꯡꯈꯣꯡꯗꯥ
লম্মন	ꯂꯝꯃꯟ
লম্লাই	ꯂꯝꯂꯥꯢ
লম্লাইগী	ꯂꯝꯂꯥꯢꯒꯤ
লম্লাইদা	ꯂꯝꯂꯥꯢꯗꯥ
লম্লাইনা	ꯂꯝꯂꯥꯢꯅꯥ
লম্লাইবু	ꯂꯝꯂꯥꯢꯕꯨ
লম্লোঙ	ꯂꯝꯂꯣꯡ
লম্শাং	ꯂꯝꯁꯥꯡ
লময়ানবা	ꯂꯝꯌꯥꯟꯕꯥ
লর্নিং	ꯂꯔꯅꯤꯡ
লর্ন্নিং	ꯂꯔ꯭ꯅꯅꯤꯡ
ললাম্বুং	ꯂꯂꯥꯝꯕꯨꯡ
ললিট	ꯂꯂꯤꯠ
ললিতাবী	ꯂꯂꯤꯇꯥꯕꯤ
ললিতাবীনা	ꯂꯂꯤꯇꯥꯕꯤꯅꯥ
ললিৎ	ꯂꯂꯤꯠ
লস্কা	ꯂꯁꯀꯥ
লস্কাগী	ꯂꯁꯀꯥꯒꯤ
লহােইব্লুনগী	ꯂꯍꯣꯢꯕꯂꯨꯟꯒꯤ
লহাের	ꯂꯍꯣꯔ
লহেরিনা	ꯂꯍꯦꯔꯤꯅꯥ
লহোরদা	ꯂꯍꯣꯔꯗꯥ
লাংকিচোই	ꯂꯥꯡꯀꯤꯆꯣꯢ
লাংঙথেলদা	ꯂꯥꯡꯉꯊꯦꯜꯗꯥ
লাংজিং	ꯂꯥꯡꯖꯤꯡ
লাংজিংগী	ꯂꯥꯡꯖꯤꯡꯒꯤ
লাংজিংদা	ꯂꯥꯡꯖꯤꯡꯗꯥ
লাংজিংনা	ꯂꯥꯡꯖꯤꯡꯅꯥ
লাংজিংলোমদা	ꯂꯥꯡꯖꯤꯡꯂꯣꯝꯗꯥ
লাংদোন	ꯂꯥꯡꯗꯣꯟ
লাংদোন্	ꯂꯥꯡꯗꯣꯟ
লাংদোন্দগী	ꯂꯥꯡꯗꯣꯟꯗꯒꯤ
লাংদোন্দা	ꯂꯥꯡꯗꯣꯟꯗꯥ
লাংদোন্সিদগী	ꯂꯥꯡꯗꯣꯟꯁꯤꯗꯒꯤ
লাংপোক	ꯂꯥꯡꯄꯣꯛ
লাংপোকনচিংবা	ꯂꯥꯡꯄꯪꯛꯅꯆꯤꯡꯕꯥ
লাংপোক্কী	ꯂꯥꯡꯄꯣꯛꯀꯤ
লাংপোক্তা	ꯂꯥꯡꯄꯣꯛꯇꯥ
লাংমৈথেক	ꯂꯥꯡꯃꯩꯊꯦꯛ
লাংমৈথেত	ꯂꯥꯡꯃꯩꯊꯦꯠ
লাংমৈথেততা	ꯂꯥꯡꯃꯩꯊꯦꯠꯇꯥ
লাংমৈথেৎতসু	ꯂꯥꯡꯃꯩꯊꯦꯠꯇꯁꯨ
লাংমৈদোং	ꯂꯥꯡꯃꯩꯗꯣꯡ
লাংমৈদোংদা	ꯂꯥꯡꯃꯩꯗꯣꯡꯗꯥ
লাইএজন	ꯂꯥꯢꯑꯦꯖꯟ
লাইএবিলিতি	ꯂꯥꯢꯑꯦꯕꯤꯂꯤꯇꯤ
লাইএব্লিতি	ꯂꯥꯢꯑꯦꯕꯂꯤꯇꯤ
লাইওন	ꯂꯥꯢꯑꯣꯟ
লাইওন্স	ꯂꯥꯢꯑꯣꯟ꯭ꯁ
লাইকোন	ꯂꯥꯢꯀꯣꯟ
লাইকোনদা	ꯂꯥꯢꯀꯣꯟꯗꯥ
লাইকোরদা	ꯂꯥꯢꯀꯣꯔꯗꯥ
লাইকোৎ	ꯂꯥꯢꯀꯣꯠ
লাইটিং	ꯂꯥꯢꯇꯤꯡ
লাইতুই	ꯂꯥꯢꯇꯨꯢ
লাইদোগ	ꯂꯥꯢꯗꯣꯒ
লাইন	ꯂꯥꯢꯟ
লাইনঅপ	ꯂꯥꯢꯟꯑꯞ
লাইনগী	ꯂꯥꯢꯟꯒꯤ
লাইনগুম্বা	ꯂꯥꯢꯟꯒꯨꯝꯕꯥ
লাইনদগী	ꯂꯥꯢꯟꯗꯒꯤ
লাইনদা	ꯂꯥꯢꯟꯗꯥ
লাইননা	ꯂꯥꯢꯟꯅꯥ
লাইনশিং	ꯂꯥꯢꯟꯁꯤꯡ
লাইনশিংগী	ꯂꯥꯢꯟꯁꯤꯡꯒꯤ
লাইনশিংদি	ꯂꯥꯢꯟꯁꯤꯜꯗꯤ
লাইনশিংসু	ꯂꯥꯢꯟꯁꯤꯡꯁꯨ
লাইফ	ꯂꯥꯢꯐ
লাইফতাইম	ꯂꯥꯢꯐꯇꯥꯢꯝ
লাইফনা	ꯂꯥꯢꯐꯅꯥ
লাইফমখুনৌদা	ꯂꯥꯢꯐꯝꯈꯨꯅꯧꯗꯥ
লাইফলাইন	ꯂꯥꯢꯐꯂꯥꯢꯟ
লাইফলিহুদ	ꯂꯥꯢꯐꯂꯤꯍꯨꯗ
লাইফলিহুদস	ꯂꯥꯢꯐꯂꯤꯍꯨꯗꯁ
লাইফ্রাকপম	ꯂꯥꯢꯐ꯭ꯔꯥꯛꯄꯝ
লাইবলিহুদস	ꯂꯥꯢꯕꯂꯤꯍꯨꯗꯁ
লাইবা	ꯂꯥꯢꯕꯥ
লাইবেরি	ꯂꯥꯢꯕꯦꯔꯤ
লাইব্রেরি	ꯂꯥꯢꯕ꯭ꯔꯦꯔꯤ
লাইব্রেরিদা	ꯂꯥꯢꯕ꯭ꯔꯦꯔꯤꯗꯥ
লাইব্রেরিনা	ꯂꯥꯢꯕ꯭ꯔꯦꯔꯤꯅꯥ
লাইব্রেরিশিংদা	ꯂꯥꯢꯕ꯭ꯔꯦꯔꯤꯁꯤꯡꯗꯥ
লাইব্রেরিয়ান	ꯂꯥꯢꯕ꯭ꯔꯦꯔꯤꯌꯥꯟ
লাইব্রেরী	ꯂꯥꯢꯕ꯭ꯔꯦꯔꯤ
লাইভ	ꯂꯥꯢꯚ
লাইভলিহুদ	ꯂꯥꯢꯚꯂꯤꯍꯨꯗ
লাইমনাইদগী	ꯂꯥꯢꯃꯅꯥꯢꯗꯒꯤ
লাইময়ুম	ꯂꯥꯢꯝꯌꯨꯝ
লাইর	ꯂꯥꯢꯔ
লাইরগী	ꯂꯥꯢꯔꯒꯤ
লাইরিকয়েংবম	ꯂꯥꯢꯔꯤꯛꯌꯦꯡꯕꯝ
লাইরেনকাপী	ꯂꯥꯢꯔꯦꯟꯀꯥꯄꯤ
লাইরেনজম	ꯂꯥꯢꯔꯦꯅꯖꯝ
লাইরেনলাকপম	ꯂꯥꯢꯔꯦꯅꯂꯥꯀꯄꯝ
লাইলাপুরদা	ꯂꯥꯢꯂꯥꯄꯨꯔꯗꯥ
লাইশোম	ꯂꯥꯢꯁꯣꯝ
লাইশ্রম	ꯂꯥꯢꯁ꯭ꯔꯝ
লাইশ্রমনা	ꯂꯥꯢꯁ꯭ꯔꯝꯅꯥ
লাইসেন্স	ꯂꯥꯢꯁꯦꯟ꯭ꯁ
লাইসেন্সশিং	ꯂꯥꯢꯁꯦꯟ꯭ꯁꯁꯤꯡ
লাইসেন্সিং	ꯂꯥꯢꯁꯦꯟꯁꯤꯡ
লাইসোম	ꯂꯥꯢꯁꯣꯝ
লাইহিরি	ꯂꯥꯢꯍꯤꯔꯤ
লাইহিরিগী	ꯂꯥꯢꯍꯤꯔꯤꯒꯤ
লাইহুই	ꯂꯥꯢꯍꯨꯢ
লাউদ	ꯂꯥꯎꯗ
লাকমেন	ꯂꯥꯛꯃꯟ
লাকু	ꯂꯥꯀꯨ
লাক্পরকা	ꯂꯥꯛꯄꯔꯀꯥ
লাক্পরাকা	ꯂꯥꯛꯄꯔꯥꯀꯥ
লাকৎকবগা	ꯂꯥꯀꯠꯀꯕꯒꯥ
লাকৱাদগী	ꯂꯥꯛꯋꯥꯗꯒꯤ
লাখ	ꯂꯥꯈ
লাখপতি	ꯂꯥꯈꯄꯇꯤ
লাখমেন	ꯂꯥꯈꯃꯦꯟ
লাখামাইদগী	ꯂꯥꯈꯥꯃꯥꯢꯗꯒꯤ
লাখিনন্দন	ꯂꯥꯈꯤꯅꯟꯗꯟ
লাখিমপুর	ꯂꯥꯈꯤꯝꯄꯨꯔ
লাঙথেল	ꯂꯥꯉꯊꯦꯜ
লাঙ্গোল	ꯂꯥꯡꯒꯣꯜ
লাঙ্গোলগী	ꯂꯥꯡꯒꯣꯜꯒꯤ
লাঙ্গোলদা	ꯂꯥꯡꯒꯣꯜꯗꯥ
লাচয়ৎ	ꯂꯥꯆꯌꯠ
লাজে	ꯂꯥꯖꯦ
লাঞ্জং	ꯂꯥꯟꯖꯪ
লাঞ্জংগা	ꯂꯥꯟꯖꯪꯒꯥ
লাঞ্জংগী	ꯂꯥꯟꯖꯪꯒꯤ
লাঞ্জংদা	ꯂꯥꯟꯖꯪꯗꯥ
লাঞ্জংবু	ꯂꯥꯟꯖꯪꯕꯨ
লাঞ্জাইগাই	ꯂꯥꯟꯖꯥꯢꯒꯥꯢ
লাটসাইখান	ꯂꯥꯇꯁꯥꯢꯈꯥꯟ
লাতেহার	ꯂꯥꯇꯦꯍꯥꯔ
লাতেহারদগী	ꯂꯥꯇꯦꯍꯥꯔꯗꯒꯤ
লানজাইগাই	ꯂꯥꯟꯖꯥꯢꯒꯥꯢ
লানতিনথাং	ꯂꯥꯟꯇꯤꯅꯊꯥꯡ
লানথেংনবদা	ꯂꯥꯟꯊꯦꯡꯅꯕꯗꯥ
লানপাউগী	ꯂꯥꯟꯄꯥꯎꯒꯤ
লানপাউদা	ꯂꯥꯟꯄꯥꯎꯗꯥ
লাফসেবল	ꯂꯥꯐꯁꯦꯕꯜ
লামা	ꯂꯥꯃꯥ
লামাবম	ꯂꯥꯃꯥꯕꯝ
লাম্লোঙ্	ꯂꯥꯝꯂꯣꯡ
লারবা	ꯂꯥꯔꯕꯥ
লারা	ꯂꯥꯔꯥ
লার্জেষ্ট	ꯂꯥꯔꯖꯦꯁ꯭ꯇ
লার্ন	ꯂꯥꯔ꯭ꯅ
লার্নিং	ꯂꯥꯔꯅꯤꯡ
লার্নিংগী	ꯂꯥꯔꯅꯤꯡꯒꯤ
লার্ন্নিং	ꯂꯥꯔ꯭ꯅꯅꯤꯡ
লালকিলাদা	ꯂꯥꯜꯀꯤꯂꯥꯗꯥ
লালকৃষ্ণ	ꯂꯥꯂꯀ꯭ꯔꯤꯁꯅ
লালজারজোলিন	ꯂꯥꯜꯖꯥꯔꯖꯣꯂꯤꯟ
লালজারজোলিননা	ꯂꯥꯜꯖꯥꯔꯖꯣꯂꯤꯟꯅꯥ
লালজিরলিয়ানা	ꯂꯥꯜꯖꯤꯔꯂꯤꯌꯥꯅꯥ
লালজিরলিয়ানানা	ꯂꯥꯜꯖꯤꯔꯂꯤꯌꯥꯅꯥꯅꯥ
লালজৌমীনা	ꯂꯥꯜꯖꯧꯃꯤꯅꯥ
লালতলান	ꯂꯥꯂꯇꯂꯥꯟ
লালতানপুই	ꯂꯥꯜꯇꯥꯅꯄꯨꯢ
লালথাংলিয়ানা	ꯂꯥꯜꯊꯥꯡꯂꯤꯌꯥꯅꯥ
লালথাংলিয়ানানা	ꯂꯥꯜꯊꯥꯡꯂꯤꯌꯥꯅꯥꯅꯥ
লালদুহোমা	ꯂꯥꯂꯗꯨꯍꯣꯃꯥ
লালদোংলিয়ানানা	ꯂꯥꯜꯗꯣꯡꯂꯤꯌꯥꯅꯥꯅꯥ
লালনসু	ꯂꯥꯜꯅꯁꯨ
লালপানি	ꯂꯥꯜꯄꯥꯅꯤ
লালবুৱাদ	ꯂꯥꯂꯕꯨꯋꯥꯗ
লালমনি	ꯂꯥꯜꯃꯅꯤ
লালমাংপুই	ꯂꯥꯜꯃꯥꯡꯄꯨꯢ
লালরিংনুংগানা	ꯂꯥꯂꯔꯤꯡꯅꯨꯡꯒꯥꯅꯥ
লালরেমশাং	ꯂꯥꯂꯔꯦꯃꯁꯥꯡ
লালসিমোরা	ꯂꯥꯜꯁꯤꯃꯣꯔꯥ
লালা	ꯂꯥꯂꯥ
লাল্লুংবুং	ꯂꯥꯜꯂꯨꯡꯕꯨꯡ
লাস্কর	ꯂꯥꯁꯀꯔ
লাস্কার	ꯂꯥꯁꯀꯥꯔ
লাস্বী	ꯂꯥꯁ꯭ꯋꯤ
লাহাকমেন	ꯂꯥꯍꯥꯛꯃꯦꯟ
লাহিরি	ꯂꯥꯍꯤꯔꯤ
লাহোরদা	ꯂꯥꯍꯣꯔꯗꯥ
লায়চ	ꯂꯥꯢꯆ
লায়ন	ꯂꯥꯌꯟ
লায়নাশিংদগী	ꯂꯥꯢꯅꯥꯁꯤꯡꯗꯒꯤ
লায়ার	ꯂꯥꯌꯥꯔ
লিকখোম্বী	ꯂꯤꯛꯈꯣꯝꯕꯤ
লিকমাবম	ꯂꯤꯛꯃꯥꯕꯝ
লিকমাবমগা	ꯂꯤꯛꯃꯥꯕꯝꯒꯥ
লিকমাবমদা	ꯂꯤꯛꯃꯥꯕꯝꯗꯥ
লিকমাবমনা	ꯂꯤꯛꯃꯥꯕꯝꯅꯥ
লিকমাবমবু	ꯂꯤꯛꯃꯥꯕꯝꯕꯨ
লিকম্বম	ꯂꯤꯀꯝꯕꯝ
লিকুইট	ꯂꯤꯀꯨꯢꯠ
লিক্কর	ꯂꯤꯛꯀꯔ
লিক্বিদ	ꯂꯤꯀ꯭ꯋꯤꯗ
লিক্যুইট	ꯂꯤꯀ꯭ꯌꯨꯢꯠ
লিক্যুইদ	ꯂꯤꯀ꯭ꯌꯨꯢꯗ
লিক্যুইনগী	ꯂꯤꯀ꯭ꯌꯨꯢꯟꯒꯤ
লিক্যুট	ꯂꯤꯀ꯭ꯌꯨꯠ
লিক্যুদ	ꯂꯤꯀ꯭ꯌꯨꯗ
লিক্লবম	ꯂꯤꯛꯂꯕꯝ
লিগেল	ꯂꯤꯒꯦꯜ
লিঙ্ক	ꯂꯤꯡ꯭ꯀ
লিঙ্কতা	ꯂꯤꯡ꯭ꯀꯇꯥ
লিঙ্গুএল	ꯂꯤꯡꯒꯨꯑꯦꯜ
লিজেন্স	ꯂꯤꯖꯦꯟ꯭ꯁ
লিট	ꯂꯤꯠ
লিটর	ꯂꯤꯇꯔ
লিটরদা	ꯂꯤꯇꯔꯗꯥ
লিটরেচর	ꯂꯤꯇꯔꯦꯆꯔ
লিটরেরি	ꯂꯤꯇꯔꯦꯔꯤ
লিটরেসি	ꯂꯤꯇꯔꯦꯁꯤ
লিটরেসিনা	ꯂꯤꯇꯔꯦꯁꯤꯅꯥ
লিতর	ꯂꯤꯇꯔ
লিতরদা	ꯂꯤꯇꯔꯗꯥ
লিতরেচর	ꯂꯤꯇꯔꯦꯆꯔ
লিতরেরি	ꯂꯤꯇꯔꯦꯔꯤ
লিতরেসি	ꯂꯤꯇꯔꯦꯁꯤ
লিতরেসিগী	ꯂꯤꯇꯔꯦꯁꯤꯒꯤ
লিতান	ꯂꯤꯇꯥꯟ
লিদদরগী	ꯂꯤꯗꯗꯔꯒꯤ
লিদর	ꯂꯤꯗꯔ
লিদরশিং	ꯂꯤꯗꯔꯁꯤꯡ
লিদরশিংগা	ꯂꯤꯗꯔꯁꯤꯡꯒꯥ
লিদরশিংগী	ꯂꯤꯗꯔꯁꯤꯡꯡꯒꯤ
লিদরশিংদা	ꯂꯤꯗꯔꯁꯤꯡꯗꯥ
লিদরশিংবু	ꯂꯤꯗꯔꯁꯤꯡꯕꯨ
লিদরস	ꯂꯤꯗꯔꯁ
লিদরসিপ	ꯂꯤꯗꯔꯁꯤꯞ
লিদরসিপতা	ꯂꯤꯗꯔꯁꯤꯞꯇꯥ
লিদানা	ꯂꯤꯗꯥꯅꯥ
লিদুনা	ꯂꯤꯗꯨꯅꯥ
লিনকোভা	ꯂꯤꯟꯀꯣꯚꯥ
লিনেক	ꯂꯤꯅꯦꯛ
লিন্	ꯂꯤꯟ
লিন্স	ꯂꯤꯟ꯭ꯁ
লিপোসোমেন	ꯂꯤꯄꯣꯁꯣꯃꯦꯟ
লিবরেল	ꯂꯤꯕꯔꯦꯜ
লিবরেলনা	ꯂꯤꯕꯔꯦꯜꯅꯥ
লিবরেসন	ꯂꯤꯕꯔꯦꯁꯟ
লিবাংগা	ꯂꯤꯕꯥꯡꯒꯥ
লিবিয়া	ꯂꯤꯕꯤꯌꯥ
লিবেরেসন	ꯂꯤꯕꯦꯔꯦꯁꯟ
লিভ	ꯂꯤꯚ
লিভনি	ꯂꯤꯚꯅꯤ
লিভর	ꯂꯤꯚꯔ
লিভলিহুদ	ꯂꯤꯚꯂꯤꯍꯨꯗ
লিভিং	ꯂꯤꯚꯤꯡ
লিভিংনা	ꯂꯤꯚꯤꯡꯅꯥ
লিমন	ꯂꯤꯃꯟ
লিমিটেদ	ꯂꯤꯃꯤꯇꯦꯗ
লিমিটেদকা	ꯂꯤꯃꯤꯇꯦꯗꯀꯥ
লিমিটেদকী	ꯂꯤꯃꯤꯇꯦꯗꯀꯤ
লিমিটেদগী	ꯂꯤꯃꯤꯇꯦꯗꯒꯤ
লিমিটেদনা	ꯂꯤꯃꯤꯇꯦꯗꯅꯥ
লিমিতেত্কী	ꯂꯤꯃꯤꯇꯦꯠꯀꯤ
লিমিতেদ	ꯂꯤꯃꯤꯇꯦꯗ
লিমিতেদকী	ꯂꯤꯃꯤꯇꯦꯗꯀꯤ
লিমিতেদগী	ꯂꯤꯃꯤꯇꯦꯗꯒꯤ
লিমিতেদতা	ꯂꯤꯃꯤꯇꯦꯗꯇꯥ
লিমিতেদনা	ꯂꯤꯃꯤꯇꯦꯗꯅꯥ
লিমিতেদনি	ꯂꯤꯃꯤꯇꯦꯗꯅꯤ
লিমীতেদ	ꯂꯤꯃꯤꯇꯦꯗ
লিরিসিষ্ট	ꯂꯤꯔꯤꯁꯤꯁ꯭ꯇ
লিরিসিস	ꯂꯤꯔꯤꯁꯤꯁ
লিলাবতি	ꯂꯤꯂꯥꯕꯇꯤ
লিলাবারি	ꯂꯤꯂꯥꯕꯥꯔꯤ
লিলি	ꯂꯤꯂꯤ
লিলোং	ꯂꯤꯂꯣꯡ
লিলোংগী	ꯂꯤꯂꯣꯡꯒꯤ
লিলোংদগী	ꯂꯤꯂꯣꯡꯗꯒꯤ
লিলোংদনা	ꯂꯤꯂꯣꯡꯗꯅꯥ
লিলোংদা	ꯂꯤꯂꯣꯡꯗꯥ
লিলোংনা	ꯂꯤꯂꯣꯡꯅꯥ
লিলোংলোমদগী	ꯂꯤꯂꯣꯡꯂꯣꯃꯗꯒꯤ
লিশম	ꯂꯤꯁꯝ
লিশমনা	ꯂꯤꯁꯝꯅꯥ
লিশিশং	ꯂꯤꯁꯤꯁꯡ
লিষ্ট	ꯂꯤꯁ꯭ꯇ
লিষ্টতগী	ꯂꯤꯁ꯭ꯇꯇꯒꯤ
লিষ্টতা	ꯂꯤꯁ꯭ꯇꯇꯥ
লিষ্টনচিংবা	ꯂꯤꯁ꯭ꯇꯅꯆꯤꯡꯕꯥ
লিষ্টনা	ꯂꯤꯁ꯭ꯇꯅꯥ
লিষ্টিতা	ꯂꯤꯁꯇꯤꯇꯥ
লিসম	ꯂꯤꯁꯝ
লিয়াংমৈ	ꯂꯤꯌꯥꯡꯃꯩ
লিয়াংমৈনি	ꯂꯤꯌꯥꯡꯃꯩꯅꯤ
